GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026,C68001,C68002,C68003,C68004,C68005,C68006,C68007,C68008,C68009,C68010,C68011,C68012,C68013,C68014,C68015,C68016,C68017,C68018,C68019,C68020,C68021,C68022,C68023,C68024,C68025,C68026,C68027,C68028,C68029,C68030,C68031,C68032,C68033,C68034,C68035,C68036,C68037,C68038,C68039,C68040,C68041,C68042,C68043,C68044,C68045,C68046,C68047,C68048,C68049,C68050,C68051,C68052
"G4200270","1980","A","1","2","Pennsylvania","42","8050","Centre","027",,,,,,,,,,,,,"05",,,,,,,,"CENTRE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",112760,57932,54828,109340,1468,104,6,3,161,370,77,207,289,85,3,5,4,638,111930,193,146,50,441,1270,2374,2208,1145,1146,4052,5811,1493,1574,1636,1599,4062,5659,7401,7273,10014,10190,7819,10632,9039,4303,1468,2050,5271,2543,728,653,1192,1171,607,606,2051,2997,764,806,815,796,1860,2725,3925,4256,5972,5658,4127,5322,4442,2052,698,962,2316,930,229,617,1182,1037,538,540,2001,2814,729,768,821,803,2202,2934,3476,3017,4042,4532,3692,5310,4597,2251,770,1088,2955,1613,499
"G4200290","1980","A","1","2","Pennsylvania","42","6160","Chester","029",,,,,,,,"77",,,,,"B",,,,,,,,"CHESTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",316660,155558,161102,288302,23085,242,11,10,146,394,178,295,451,283,22,11,7,3223,310922,865,3602,164,1107,4319,8282,8044,4257,4316,14797,22015,5786,6059,6180,6251,6065,6088,5833,5802,16017,25558,26107,41214,34762,16984,5757,7481,17467,8537,2682,2200,4302,4137,2219,2213,7694,11247,2988,3166,3141,3199,2940,2919,2745,2726,7966,12501,12828,20453,17349,8414,2836,3635,7816,3161,763,2119,3980,3907,2038,2103,7103,10768,2798,2893,3039,3052,3125,3169,3088,3076,8051,13057,13279,20761,17413,8570,2921,3846,9651,5376,1919
"G4200310","1980","A","1","2","Pennsylvania","42",,"Clarion","031",,,,,,,,,,,,,"04",,,,,,,,"CLARION COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",43362,21200,22162,42930,246,35,1,0,13,14,2,15,26,8,0,0,0,72,43196,85,17,3,61,628,1165,1138,557,576,2034,2711,701,757,797,780,1326,1579,1440,1271,2448,3201,2609,4478,4120,2060,801,1118,2928,1690,449,310,615,550,295,282,1024,1365,359,380,399,405,630,793,669,627,1258,1668,1339,2183,2043,986,366,504,1327,663,160,318,550,588,262,294,1010,1346,342,377,398,375,696,786,771,644,1190,1533,1270,2295,2077,1074,435,614,1601,1027,289
"G4200330","1980","A","1","2","Pennsylvania","42",,"Clearfield","033",,,,,,,,,,,,,"04",,,,,,,,"CLEARFIELD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",83578,40764,42814,83162,165,57,0,0,16,11,27,40,41,0,1,5,0,53,83362,76,37,1,102,1258,2413,2368,1213,1271,4130,5735,1500,1574,1614,1634,1457,1335,1325,1349,4028,6280,5706,8852,8405,4725,1895,2578,6753,3325,855,661,1219,1197,631,636,2181,2945,796,786,837,847,764,705,689,678,2030,3165,2939,4284,3999,2179,871,1143,3012,1291,279,597,1194,1171,582,635,1949,2790,704,788,777,787,693,630,636,671,1998,3115,2767,4568,4406,2546,1024,1435,3741,2034,576
"G4200350","1980","A","1","2","Pennsylvania","42",,"Clinton","035",,,,,,,,,,,,,"03",,,,,,,,"CLINTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",38971,18870,20101,38718,129,26,0,0,10,15,8,3,18,5,2,0,1,36,38832,48,20,3,68,559,1045,985,541,531,1728,2335,619,674,666,697,977,1046,1029,914,1989,2762,2554,4049,4206,2354,795,1193,2946,1416,361,282,531,485,294,279,879,1140,340,344,329,364,430,527,494,432,1020,1389,1281,1947,2054,1080,354,579,1354,541,121,277,514,500,247,252,849,1195,279,330,337,333,547,519,535,482,969,1373,1273,2102,2152,1274,441,614,1592,875,240
"G4200370","1980","A","1","2","Pennsylvania","42",,"Columbia","037",,,,,,,,,,,,,"06",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",61967,29532,32435,61493,198,20,1,0,23,13,36,20,66,26,0,1,0,70,61769,64,53,13,68,759,1452,1433,750,771,2627,3706,977,1031,989,1053,1706,1807,1736,1590,3074,4546,4181,6517,6184,3575,1411,1830,5138,2442,682,386,722,744,379,403,1372,1892,513,530,520,523,654,793,752,700,1555,2288,2080,3221,3010,1649,622,844,2251,914,215,373,730,689,371,368,1255,1814,464,501,469,530,1052,1014,984,890,1519,2258,2101,3296,3174,1926,789,986,2887,1528,467
"G4200390","1980","A","1","2","Pennsylvania","42",,"Crawford","039",,,,,,,,,,,,,"01",,,,,,,,"CRAWFORD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",88869,43184,45685,87376,1091,110,5,0,19,30,35,42,46,6,8,0,0,101,88538,116,51,15,149,1358,2485,2467,1253,1288,4455,6009,1619,1645,1646,1556,1725,1804,1663,1592,4150,6611,6437,9610,8816,4735,1777,2687,6871,3419,1191,706,1307,1283,638,692,2247,3095,832,866,837,831,860,871,834,749,2090,3232,3127,4744,4267,2233,839,1231,3071,1345,357,652,1178,1184,615,596,2208,2914,787,779,809,725,865,933,829,843,2060,3379,3310,4866,4549,2502,938,1456,3800,2074,834
"G4200410","1980","A","1","2","Pennsylvania","42","3240","Cumberland","041",,,,,,,,,,,,,"H",,,,,,,,"CUMBERLAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",178541,86288,92253,174166,2457,124,6,1,96,147,102,287,347,309,12,3,1,483,177674,279,214,65,309,2207,4093,4242,2125,2213,7612,10922,2912,3152,3190,3202,3882,4343,4017,3874,9573,14459,13650,21404,19986,10171,3468,4758,11252,5887,1947,1126,2088,2153,1103,1151,3876,5592,1477,1611,1609,1620,1825,2060,2018,1942,4861,7261,6687,10494,9592,4824,1706,2224,4798,2094,496,1081,2005,2089,1022,1062,3736,5330,1435,1541,1581,1582,2057,2283,1999,1932,4712,7198,6963,10910,10394,5347,1762,2534,6454,3793,1451
"G4200430","1980","A","1","2","Pennsylvania","42","3240","Dauphin","043",,,,,,,,,,,,,"H",,,,,,,,"DAUPHIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",232317,110627,121690,197463,31275,217,6,3,99,158,73,141,352,539,24,0,5,1962,228732,604,2184,89,708,3231,5948,5533,2884,2857,10241,14074,3708,3976,4204,4065,3672,3649,3742,3919,12630,20700,18101,24946,25470,13628,4905,7089,18024,8484,2637,1646,3044,2727,1481,1433,5311,7288,1930,2072,2173,2106,1841,1825,1807,1899,6062,10063,8976,11916,12089,6401,2232,3201,7477,2892,735,1585,2904,2806,1403,1424,4930,6786,1778,1904,2031,1959,1831,1824,1935,2020,6568,10637,9125,13030,13381,7227,2673,3888,10547,5592,1902
"G4200450","1980","A","1","2","Pennsylvania","42","6160","Delaware","045",,,,,,,,"77",,,,,"B",,,,,,,,"DELAWARE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",555007,264819,290188,498447,49989,370,5,4,389,762,453,1104,1074,391,34,8,5,1972,550801,668,1282,482,1774,7196,13225,12610,6134,6174,21529,33380,9185,10227,10630,10752,10931,11231,10826,10464,30196,44118,37625,56404,63153,36834,13183,17678,43234,21826,6262,3641,6805,6495,3133,3220,10974,17146,4690,5192,5456,5554,5746,5919,5631,5220,15025,21846,18447,26602,29520,17357,6174,8034,17903,7377,1712,3555,6420,6115,3001,2954,10555,16234,4495,5035,5174,5198,5185,5312,5195,5244,15171,22272,19178,29802,33633,19477,7009,9644,25331,14449,4550
"G4200470","1980","A","1","2","Pennsylvania","42",,"Elk","047",,,,,,,,,,,,,"03",,,,,,,,"ELK COUNTY","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",38338,18777,19561,38219,13,19,0,0,7,17,8,8,16,3,1,0,0,27,38275,30,1,3,29,585,1043,1004,527,563,1850,2840,750,827,797,791,642,629,637,578,1839,2794,2451,4017,4190,2190,864,1165,2980,1384,401,322,509,532,255,283,982,1420,382,391,421,410,333,316,325,302,959,1418,1225,1987,2038,1013,402,536,1349,532,135,263,534,472,272,280,868,1420,368,436,376,381,309,313,312,276,880,1376,1226,2030,2152,1177,462,629,1631,852,266
"G4200490","1980","A","1","2","Pennsylvania","42","2360","Erie","049",,,,,,,,,,,,,"A",,,,,,,,"ERIE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",279780,134978,144802,264959,12414,326,2,4,57,175,117,180,239,190,13,3,0,1101,277730,451,950,33,616,4394,8180,8077,4018,3960,13550,18407,4852,5097,5241,5250,5827,6066,5840,5714,15573,23493,19610,28694,27922,15774,5791,7914,18844,8861,2831,2272,4180,4102,2102,1971,6967,9429,2482,2588,2608,2683,2812,2930,2785,2726,7687,11615,9753,13966,13254,7379,2789,3680,8189,3136,893,2122,4000,3975,1916,1989,6583,8978,2370,2509,2633,2567,3015,3136,3055,2988,7886,11878,9857,14728,14668,8395,3002,4234,10655,5725,1938
"G4200510","1980","A","1","2","Pennsylvania","42",,"Fayette","051",,,,,,,,,,,,,"04",,,,,,,,"FAYETTE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",159417,76527,82890,152891,6041,109,1,3,19,27,57,53,53,32,7,0,1,123,158812,222,40,25,318,2238,4236,4124,2171,2211,7329,10556,2807,2913,2803,2801,2561,2528,2462,2465,7541,12083,10574,15675,17128,10260,3881,5377,14244,6692,1757,1176,2152,2151,1133,1104,3755,5385,1441,1508,1439,1428,1312,1249,1200,1195,3780,6085,5263,7580,7920,4750,1702,2473,6119,2577,650,1062,2084,1973,1038,1107,3574,5171,1366,1405,1364,1373,1249,1279,1262,1270,3761,5998,5311,8095,9208,5510,2179,2904,8125,4115,1107
"G4200530","1980","A","1","2","Pennsylvania","42",,"Forest","053",,,,,,,,,,,,,"03",,,,,,,,"FOREST COUNTY","0","0","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","1","1","0",5072,2541,2531,5033,11,13,0,0,2,0,0,3,2,0,0,0,0,8,5057,5,5,0,5,48,121,105,77,62,221,315,91,98,103,118,88,65,72,67,190,322,348,553,531,320,107,208,568,225,49,22,63,56,36,26,100,159,55,59,56,67,57,40,42,31,94,165,175,262,253,146,49,93,301,113,21,26,58,49,41,36,121,156,36,39,47,51,31,25,30,36,96,157,173,291,278,174,58,115,267,112,28
"G4200550","1980","A","1","2","Pennsylvania","42",,"Franklin","055",,,,,,,,,,,,,"07",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",113629,55180,58449,110755,2086,78,1,0,48,22,63,107,49,58,6,4,0,352,112983,252,184,24,186,1649,2942,3031,1562,1619,5460,7577,1917,2066,2254,2070,2017,1918,1868,1740,5569,9026,8380,13111,12456,6296,2239,3157,8215,4202,1288,868,1511,1532,811,879,2869,3860,944,1067,1142,1095,1037,986,893,843,2748,4443,4145,6394,6054,2950,1049,1484,3680,1515,381,781,1431,1499,751,740,2591,3717,973,999,1112,975,980,932,975,897,2821,4583,4235,6717,6402,3346,1190,1673,4535,2687,907
"G4200570","1980","A","1","2","Pennsylvania","42",,"Fulton","057",,,,,,,,,,,,,"05",,,,,,,,"FULTON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",12842,6329,6513,12716,96,10,0,3,1,0,1,2,2,1,1,0,0,9,12781,37,4,2,18,189,402,397,203,200,683,912,222,274,243,226,197,182,183,188,649,965,923,1546,1314,695,257,335,932,412,113,103,193,194,82,101,338,495,126,138,124,127,103,86,92,88,324,480,459,756,654,341,120,162,418,185,40,86,209,203,121,99,345,417,96,136,119,99,94,96,91,100,325,485,464,790,660,354,137,173,514,227,73
"G4200590","1980","A","1","2","Pennsylvania","42",,"Greene","059",,,,,,,,,,,,,"04",,,,,,,,"GREENE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",40476,19704,20772,40027,316,51,1,0,4,9,12,1,18,6,7,0,0,24,40238,120,12,2,104,563,1208,1206,629,602,2023,2667,728,739,723,719,713,716,647,651,1943,3203,2955,3946,3832,2276,926,1263,3449,1662,487,293,634,609,337,290,1034,1383,381,379,355,374,385,371,339,330,954,1613,1463,1974,1765,1040,420,612,1522,677,170,270,574,597,292,312,989,1284,347,360,368,345,328,345,308,321,989,1590,1492,1972,2067,1236,506,651,1927,985,317
"G4200610","1980","A","1","2","Pennsylvania","42",,"Huntingdon","061",,,,,,,,,,,,,"05",,,,,,,,"HUNTINGDON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",42253,21061,21192,41125,969,40,0,0,13,7,7,9,15,1,1,0,0,66,42120,58,26,4,45,609,1053,1114,585,594,2060,2803,721,765,795,764,887,846,878,863,2049,3300,3096,4597,4503,2141,834,1121,3284,1610,381,316,539,574,302,300,1057,1469,370,393,387,410,451,461,462,445,1125,1757,1689,2332,2167,1018,387,499,1418,604,129,293,514,540,283,294,1003,1334,351,372,408,354,436,385,416,418,924,1543,1407,2265,2336,1123,447,622,1866,1006,252
"G4200630","1980","A","1","2","Pennsylvania","42",,"Indiana","063",,,,,,,,,,,,,"04",,,,,,,,"INDIANA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",92281,44566,47715,90908,952,43,0,1,25,49,25,35,50,30,0,1,0,162,91950,129,21,18,163,1371,2558,2473,1160,1205,4105,5672,1439,1500,1513,1489,2785,3370,3347,3160,5490,7312,6139,8813,8388,4561,1732,2532,6277,2950,940,660,1340,1246,582,607,2119,2912,766,773,744,790,1187,1440,1502,1492,2807,3707,3138,4353,3960,2094,788,1232,2878,1130,319,711,1218,1227,578,598,1986,2760,673,727,769,699,1598,1930,1845,1668,2683,3605,3001,4460,4428,2467,944,1300,3399,1820,621
"G4200650","1980","A","1","2","Pennsylvania","42",,"Jefferson","065",,,,,,,,,,,,,"04",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",48303,23350,24953,48112,37,24,0,0,4,12,15,10,22,6,1,0,0,60,48161,69,13,0,60,754,1407,1394,700,697,2190,3019,803,885,910,910,821,818,772,759,2446,3634,3168,4980,4954,2696,1023,1526,4217,2144,676,386,704,697,348,362,1157,1570,418,448,468,484,423,433,390,398,1196,1826,1603,2409,2257,1250,477,718,1840,850,238,368,703,697,352,335,1033,1449,385,437,442,426,398,385,382,361,1250,1808,1565,2571,2697,1446,546,808,2377,1294,438
"G4200670","1980","A","1","2","Pennsylvania","42",,"Juniata","067",,,,,,,,,,,,,"05",,,,,,,,"JUNIATA COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",19188,9419,9769,19125,17,8,0,0,0,1,1,1,2,4,0,0,1,28,19111,57,6,0,14,311,567,561,251,273,977,1248,320,359,364,350,308,304,291,300,940,1436,1406,2190,2078,1017,368,552,1459,720,238,146,291,285,119,143,520,650,151,194,185,183,166,144,138,153,466,725,750,1081,1046,490,172,243,643,271,64,165,276,276,132,130,457,598,169,165,179,167,142,160,153,147,474,711,656,1109,1032,527,196,309,816,449,174
"G4200690","1980","A","1","2","Pennsylvania","42","5745","Lackawanna","069",,,,,,,,,,,,,"C",,,,,,,,"LACKAWANNA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",227908,106370,121538,225619,1109,68,0,0,47,109,55,136,337,75,5,0,1,347,227106,119,195,27,461,2729,5302,5178,2754,2608,8956,13255,3482,3629,3837,3824,4117,4300,4148,4048,10422,15954,14945,22401,25308,14894,5843,8739,23642,10947,2646,1382,2746,2673,1362,1316,4522,6849,1796,1835,1956,1947,1976,2068,2053,1931,5174,8046,7311,10931,11609,6572,2606,3844,9521,3596,748,1347,2556,2505,1392,1292,4434,6406,1686,1794,1881,1877,2141,2232,2095,2117,5248,7908,7634,11470,13699,8322,3237,4895,14121,7351,1898
"G4200710","1980","A","1","2","Pennsylvania","42","4000","Lancaster","071",,,,,,,,,,,,,"K",,,,,,,,"LANCASTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",362346,175349,186997,347282,6972,275,2,2,103,249,74,219,244,1272,18,5,2,5627,353242,574,7020,76,1434,5700,10859,10391,5170,5113,16765,22890,5893,6427,6726,6412,7095,7664,7222,7138,19575,30182,27049,40562,36854,18426,6634,9261,24514,13418,4406,2952,5631,5375,2668,2622,8648,11637,2995,3274,3426,3239,3386,3670,3493,3457,9772,15012,13314,19919,18035,8696,3018,4230,10643,4941,1296,2748,5228,5016,2502,2491,8117,11253,2898,3153,3300,3173,3709,3994,3729,3681,9803,15170,13735,20643,18819,9730,3616,5031,13871,8477,3110
"G4200730","1980","A","1","2","Pennsylvania","42",,"Lawrence","073",,,,,,,,,,,,,"01",,,,,,,,"LAWRENCE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",107150,51558,55592,103720,3042,41,2,2,16,15,35,43,49,9,1,6,0,169,106776,152,49,7,166,1530,2802,2706,1397,1262,4515,6394,1635,1825,1819,1904,1976,2041,1967,2097,5457,8262,7001,10820,11949,7091,2615,3645,8876,4249,1315,827,1424,1404,682,646,2380,3309,855,983,950,1011,983,964,949,1037,2798,4136,3405,5196,5695,3253,1159,1672,3826,1592,422,703,1378,1302,715,616,2135,3085,780,842,869,893,993,1077,1018,1060,2659,4126,3596,5624,6254,3838,1456,1973,5050,2657,893
"G4200750","1980","A","1","2","Pennsylvania","42",,"Lebanon","075",,,,,,,,,,,,,"07",,,,,,,,"LEBANON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",108582,52991,55591,106749,462,50,1,4,29,42,60,76,81,243,4,1,0,780,106977,108,1224,42,231,1527,2942,2867,1530,1480,5020,6666,1844,1966,2008,1993,1820,1856,1788,1769,5435,8639,8064,12195,12001,6155,2301,3082,8214,4094,1326,814,1563,1487,782,771,2554,3385,941,1020,1006,1038,883,904,859,844,2679,4345,4068,6014,5996,2922,1086,1461,3619,1565,385,713,1379,1380,748,709,2466,3281,903,946,1002,955,937,952,929,925,2756,4294,3996,6181,6005,3233,1215,1621,4595,2529,941
"G4200770","1980","A","1","2","Pennsylvania","42","0240","Lehigh","077",,,,,,,,,,,,,"M",,,,,,,,"LEHIGH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",272349,130791,141558,262974,4134,145,2,0,102,291,117,251,428,248,12,0,0,3645,265321,376,5100,143,1409,3361,6335,6272,3121,3196,11102,15805,4227,4535,4713,4527,4654,4744,4643,4799,14318,22358,20847,30532,31313,16568,6261,8714,21936,10471,2997,1741,3290,3291,1584,1609,5654,8173,2129,2307,2434,2292,2236,2339,2278,2258,7028,11171,10221,15003,15012,7740,2906,4054,9457,3727,857,1620,3045,2981,1537,1587,5448,7632,2098,2228,2279,2235,2418,2405,2365,2541,7290,11187,10626,15529,16301,8828,3355,4660,12479,6744,2140
"G4200790","1980","A","1","2","Pennsylvania","42","5745","Luzerne","079",,,,,,,,,,,,,"G",,,,,,,,"LUZERNE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",343079,160702,182377,339369,2311,143,2,2,93,87,93,128,242,168,19,11,0,411,341773,296,237,50,723,3936,7514,7616,3955,3980,13765,20133,5324,5712,5790,5826,5685,5874,5368,5422,15118,24012,22940,35020,39266,22400,8778,13526,36434,15982,3703,2003,3756,3805,1967,2061,6980,10231,2729,2897,2942,2978,2883,2954,2551,2672,7530,12082,11470,17253,18363,10070,3826,5700,14807,5237,955,1933,3758,3811,1988,1919,6785,9902,2595,2815,2848,2848,2802,2920,2817,2750,7588,11930,11470,17767,20903,12330,4952,7826,21627,10745,2748
"G4200810","1980","A","1","2","Pennsylvania","42","9140","Lycoming","081",,,,,,,,,,,,,"03",,,,,,,,"LYCOMING COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",118416,57052,61364,116063,1749,89,2,0,22,64,54,63,77,36,4,0,1,192,118016,175,56,10,159,1819,3156,3214,1618,1592,5489,7507,1889,2223,2186,2095,2227,2346,2126,2096,6123,9494,8364,12589,12612,6729,2362,3450,8921,4715,1474,949,1649,1595,842,788,2816,3845,953,1114,1127,1073,1167,1215,1055,1068,2977,4662,4122,6156,6102,3130,1056,1566,3851,1751,423,870,1507,1619,776,804,2673,3662,936,1109,1059,1022,1060,1131,1071,1028,3146,4832,4242,6433,6510,3599,1306,1884,5070,2964,1051
"G4200830","1980","A","1","2","Pennsylvania","42",,"McKean","083",,,,,,,,,,,,,"01",,,,,,,,"MCKEAN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",50635,24304,26331,50299,96,92,0,0,8,26,11,20,34,14,1,0,0,34,50475,47,21,7,85,727,1345,1361,665,686,2534,3492,906,927,917,899,888,887,763,713,2388,3506,3192,5166,5353,2871,1101,1577,4684,2477,610,380,691,708,367,331,1245,1782,461,480,492,425,412,452,416,352,1156,1756,1553,2536,2507,1356,513,709,2025,996,203,347,654,653,298,355,1289,1710,445,447,425,474,476,435,347,361,1232,1750,1639,2630,2846,1515,588,868,2659,1481,407
"G4200850","1980","A","1","2","Pennsylvania","42","7610","Mercer","085",,,,,,,,,,,,,"01",,,,,,,,"MERCER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",128299,62195,66104,122358,5447,87,2,5,26,53,37,46,46,15,9,5,5,158,127908,155,31,19,186,1693,3202,3223,1616,1636,5529,7950,2210,2367,2403,2462,2489,2728,2629,2671,6382,9510,8395,13310,14252,7927,2873,4161,10004,4993,1684,886,1661,1623,863,852,2827,4047,1132,1301,1269,1282,1240,1392,1324,1289,3208,4760,4126,6429,6822,3762,1287,1981,4428,1867,537,807,1541,1600,753,784,2702,3903,1078,1066,1134,1180,1249,1336,1305,1382,3174,4750,4269,6881,7430,4165,1586,2180,5576,3126,1147
"G4200870","1980","A","1","2","Pennsylvania","42",,"Mifflin","087",,,,,,,,,,,,,"05",,,,,,,,"MIFFLIN COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",46908,22291,24617,46714,96,18,0,7,6,3,7,10,15,2,0,0,0,30,46786,43,21,0,58,660,1237,1233,636,672,2259,3311,871,909,929,869,682,713,700,659,2129,3418,3272,5345,4998,2624,1045,1419,4019,1827,472,345,631,629,349,331,1177,1673,461,463,485,435,316,312,317,328,1023,1710,1556,2627,2400,1186,463,623,1674,660,117,315,606,604,287,341,1082,1638,410,446,444,434,366,401,383,331,1106,1708,1716,2718,2598,1438,582,796,2345,1167,355
"G4200890","1980","A","1","2","Pennsylvania","42","5745","Monroe","089",,,,,,,,,,,,,"06",,,,,,,,"MONROE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",69409,33741,35668,67944,982,46,2,0,16,36,18,73,66,30,7,0,4,185,68857,77,205,25,245,877,1712,1666,859,852,2960,4182,1149,1218,1193,1160,1383,1407,1351,1250,3261,5454,5359,7973,7508,3972,1436,2160,5815,2528,724,451,883,850,427,457,1525,2157,597,651,614,617,657,620,619,561,1562,2677,2704,3969,3673,1927,629,1076,2646,1006,186,426,829,816,432,395,1435,2025,552,567,579,543,726,787,732,689,1699,2777,2655,4004,3835,2045,807,1084,3169,1522,538
"G4200910","1980","A","1","2","Pennsylvania","42","6160","Montgomery","091",,,,,,,,"77",,,,,"B",,,,,,,,"MONTGOMERY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",643621,309303,334318,602543,30864,475,6,5,542,1284,587,2639,1576,744,36,9,21,2290,638230,768,1797,511,2315,7765,14322,14060,7247,7401,25606,39745,10894,11754,12506,12117,11158,11081,10719,10660,32785,50196,47753,75113,76264,40307,14304,18985,48052,25303,7524,4031,7280,7181,3731,3772,13074,20366,5674,6059,6406,6208,5450,5278,5196,5127,16298,25301,23600,36146,36847,19182,6796,8911,20618,8705,2066,3734,7042,6879,3516,3629,12532,19379,5220,5695,6100,5909,5708,5803,5523,5533,16487,24895,24153,38967,39417,21125,7508,10074,27434,16598,5458
"G4200930","1980","A","1","2","Pennsylvania","42",,"Montour","093",,,,,,,,,,,,,"06",,,,,,,,"MONTOUR COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",16675,7797,8878,16537,21,14,0,0,1,5,28,10,36,3,0,0,0,20,16626,21,9,1,18,224,441,402,204,206,681,989,273,275,303,307,254,309,244,293,836,1283,1125,1860,1726,946,354,456,1523,861,300,100,233,206,116,114,361,510,133,137,159,144,108,139,118,135,370,634,536,911,842,448,159,205,621,292,66,124,208,196,88,92,320,479,140,138,144,163,146,170,126,158,466,649,589,949,884,498,195,251,902,569,234
"G4200950","1980","A","1","2","Pennsylvania","42","0240","Northampton","095",,,,,,,,,,,,,"M",,,,,,,,"NORTHAMPTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",225418,109533,115885,217303,3974,108,2,2,89,224,92,146,337,271,6,3,3,2858,218359,681,5228,127,1023,2785,5354,5435,2714,2659,9407,13595,3591,3926,3854,3824,4199,4825,4660,4479,10729,17061,16729,24792,25334,14143,5378,7644,17765,8138,2398,1379,2723,2828,1401,1424,4811,6911,1843,1969,2028,2026,2220,2678,2586,2438,5382,8377,8294,12088,12182,6592,2533,3457,7753,2902,708,1406,2631,2607,1313,1235,4596,6684,1748,1957,1826,1798,1979,2147,2074,2041,5347,8684,8435,12704,13152,7551,2845,4187,10012,5236,1690
